,trip_id,person_id,household_id,primary_purpose,trip_num,outbound,trip_count,destination,origin,tour_id,purpose,destination_logsum,depart,trip_mode,mode_choice_logsum,atap,btap,path_set
9050856,985087965,3003316,1067129,work,1,False,1,95513,169713,123135995,home,,17.0,SHARED3FREE,-2.061357027627276,,,
9051094,985114533,3003397,1067156,work,1,False,1,93178,95709,123139316,home,,21.0,SHARED3FREE,0.4930784568841112,,,
9051519,985159074,3003533,1067202,school,2,True,2,95260,94182,123144884,school,,7.0,SHARED3FREE,0.9323854626204562,,,
9052232,985237861,3003773,1067272,work,1,False,1,96631,162555,123154732,home,,17.0,SHARED3FREE,1.12372601351498,,,
9052378,985253366,3003821,1067284,escort,2,False,2,180812,98119,123156670,home,,10.0,SHARED3FREE,0.3122930071782087,,,
9054403,985500853,3004575,1067459,univ,1,False,1,94288,94938,123187606,home,,9.0,SHARED3FREE,0.9822944694080074,,,
9054476,985509445,3004601,1067464,work,1,False,1,96180,97423,123188680,home,,19.0,SHARED3FREE,0.6633241632158148,,,
9055551,985667541,3005083,1067549,work,1,False,1,95288,99048,123208442,home,,17.0,SHARED3FREE,1.4428147750769929,,,
9057347,985846058,3005628,1067899,escort,2,True,2,93882,95098,123230757,escort,,13.0,SHARED3FREE,-0.1981166898613487,,,
9057632,985874505,3005714,1067942,work,1,True,1,97387,97592,123234313,work,,7.0,SHARED3FREE,1.4479549361707549,,,
9057771,985888285,3005756,1067963,work,1,False,1,99164,95254,123236035,home,,10.0,SHARED3FREE,1.572129756801708,,,
9057933,985904597,3005806,1067983,othmaint,1,False,1,180810,94233,123238074,home,,13.0,SHARED3FREE,1.2173503974444333,,,
9058252,985934905,3005899,1068014,atwork,1,True,1,95206,95100,123241863,atwork,,9.0,SHARED3FREE,1.9853445790782407,,,
9059034,986008265,3006122,1068089,school,1,True,1,98535,98291,123251033,school,,7.0,SHARED3FREE,1.2662508222813524,,,
9059679,986072681,3006319,1068154,eatout,1,True,1,95254,91664,123259085,eatout,,17.0,SHARED3FREE,0.9693866754663044,,,
9059689,986073493,3006321,1068155,othdiscr,1,False,1,98824,99350,123259186,home,,18.0,SHARED3FREE,0.5197261154205962,,,
9060013,986107061,3006423,1068189,work,1,False,2,96892,96634,123263382,eatout,13.40336765768461,12.0,SHARED3FREE,2.7029311096582678,,,
9060529,986157901,3006578,1068231,work,1,False,1,95918,99612,123269737,home,,16.0,SHARED3FREE,-3.546601711203212,,,
9061010,986217531,3006760,1068277,school,3,True,3,98552,97412,123277191,school,,8.0,SHARED3FREE,-2.26892916288127,,,
9061433,986268111,3006914,1068315,work,3,False,3,95416,96904,123283513,home,,21.0,SHARED3FREE,2.975786411836077,,,
9061794,986310093,3007042,1068347,work,1,False,2,96759,95940,123288761,eatout,16.818700124951917,19.0,SHARED3FREE,1.6065168625859452,,,
9062256,986353434,3007175,1068381,atwork,2,True,2,94337,94419,123294179,atwork,,11.0,SHARED3FREE,1.931306282374496,,,
9062873,986435781,3007426,1068432,eatout,1,False,1,94201,91817,123304472,home,,12.0,SHARED3FREE,0.419254399128352,,,
9064135,986600305,3007927,1068523,school,1,True,1,97413,96861,123325038,school,,9.0,SHARED3FREE,1.502950379132982,,,
9064292,986619722,3007986,1068531,work,2,True,2,98355,93447,123327465,work,,9.0,SHARED3FREE,1.443620150564832,,,
9064838,986698770,3008227,1068583,work,2,True,2,96867,95433,123337346,work,,9.0,SHARED3FREE,1.2653651472664116,,,
9065625,986784053,3008487,1068676,work,1,False,1,97240,96905,123348006,home,,15.0,SHARED3FREE,0.0130617220069401,,,
9066719,986900754,3008843,1068826,school,2,True,2,96123,97405,123362594,school,,8.0,SHARED3FREE,0.9586718637903288,,,
9068152,987073105,3009369,1068952,escort,1,True,1,96107,162555,123384138,escort,,8.0,SHARED3FREE,0.6965691475391875,,,
9068213,987078265,3009384,1068960,work,1,True,1,97127,97400,123384783,work,,7.0,SHARED3FREE,-0.2164804321681582,,,
9068341,987090031,3009420,1068978,shopping,3,False,3,98300,96387,123386253,home,,16.0,SHARED3FREE,1.0192238786875498,,,
9068422,987099589,3009449,1068989,work,1,False,1,97898,94520,123387448,home,,19.0,SHARED3FREE,1.0217281691393056,,,
9068616,987116533,3009501,1069007,othdiscr,1,False,1,97195,96892,123389566,home,,10.0,SHARED3FREE,-0.5343704361372216,,,
9068823,987134401,3009556,1069023,atwork,1,True,1,96656,99028,123391800,atwork,,11.0,SHARED3FREE,1.504253872712548,,,
9069067,987166713,3009654,1069041,othdiscr,1,True,1,95233,99227,123395839,othdiscr,,9.0,SHARED3FREE,1.4423243357497089,,,
9069144,987176149,3009683,1069057,othdiscr,1,False,1,98539,97433,123397018,home,,15.0,SHARED3FREE,-1.1795758852209943,,,
9069969,987259585,3009937,1069128,univ,1,True,1,97624,97627,123407448,univ,,16.0,SHARED3FREE,1.7148919704278764,,,
9070211,987284717,3010014,1069160,othdiscr,1,False,4,95912,94963,123410589,eatout,12.721673202338984,23.0,SHARED3FREE,1.952978685774846,,,
9070213,987284719,3010014,1069160,othdiscr,3,False,4,98834,96161,123410589,shopping,10.94968240157107,23.0,SHARED3FREE,-0.5697753802271321,,,
9070273,987290813,3010032,1069165,work,1,False,1,97102,95212,123411351,home,,19.0,SHARED3FREE,0.4700897004195591,,,
9070323,987298749,3010057,1069170,eatout,1,False,1,97137,162554,123412343,home,,18.0,SHARED3FREE,1.3920375013263722,,,
9070503,987321973,3010127,1069195,work,1,False,4,99399,96881,123415246,shopping,7.438827902297388,17.0,SHARED3FREE,-1.2959477989367263,,,
9070871,987363189,3010253,1069248,othdiscr,1,False,1,98302,95923,123420398,home,,20.0,SHARED3FREE,1.7266110989133878,,,
9071066,987379634,3010303,1069262,school,2,True,2,98125,98112,123422454,school,,8.0,SHARED3FREE,1.2885139443638187,,,
9072095,987487546,3010632,1069354,school,2,True,2,99224,95906,123435943,school,,17.0,SHARED3FREE,1.2175504789322178,,,
9072892,987576109,3010902,1069417,school,1,False,1,93707,97432,123447013,home,,16.0,SHARED3FREE,0.508617373201438,,,
9073903,987691719,3011255,1069501,escort,3,False,3,94466,96663,123461464,home,,9.0,SHARED3FREE,-0.0445732873839461,,,
9074095,987711637,3011315,1069531,work,1,False,1,98218,95251,123463954,home,,20.0,SHARED3FREE,2.163602056911766,,,
9075479,987864433,3011781,1069674,shopping,1,True,1,98544,97240,123483054,shopping,,20.0,SHARED3FREE,1.670666178475499,,,
9076347,987954245,3012055,1069759,othdiscr,1,False,1,96894,180589,123494280,home,,21.0,SHARED3FREE,1.8294163195630735,,,
9076966,988019109,3012255,1069812,othdiscr,1,False,1,97866,97877,123502388,home,,22.0,SHARED3FREE,-0.5943159125081976,,,
9077531,988083917,3012450,1069898,work,1,False,1,96001,96411,123510489,home,,16.0,SHARED3FREE,0.9798428320516032,,,
9077733,988103205,3012509,1069917,school,1,False,1,98125,93765,123512900,home,,15.0,SHARED3FREE,0.3230055784674572,,,
9077901,988123757,3012572,1069930,othmaint,1,False,1,95907,98329,123515469,home,,14.0,SHARED3FREE,-0.3312138189686412,,,
9078281,988161649,3012687,1069987,work,1,True,1,98772,92505,123520206,work,,8.0,SHARED3FREE,1.245510918869858,,,
9079267,988272165,3013024,1070123,social,1,False,1,96896,99028,123534020,home,,15.0,SHARED3FREE,1.3586000513698056,,,
9079377,988283554,3013059,1070141,othdiscr,2,True,2,93756,95918,123535444,othdiscr,,16.0,SHARED3FREE,-0.3575209222376767,,,
9079791,988327247,3013192,1070206,shopping,3,False,3,97386,95907,123540905,home,,19.0,SHARED3FREE,0.8601824670154318,,,
9080260,988375769,3013340,1070255,school,1,True,1,99024,93707,123546971,school,,7.0,SHARED3FREE,-2.3304734483725027,,,
9081744,988518845,3013776,1070378,work,1,False,2,94586,97399,123564855,escort,4.621197661030624,8.0,SHARED3FREE,-2.150225199346976,,,
9081747,988518853,3013776,1070378,work,1,False,2,95004,96653,123564856,escort,4.103797830265449,17.0,SHARED3FREE,-4.559382852151804,,,
9084703,988849077,3014783,1070664,school,1,False,1,179858,95666,123606134,home,,20.0,SHARED3FREE,1.1761637089629604,,,
9085380,988909165,3014966,1070725,work,1,False,1,99046,94780,123613645,home,,22.0,SHARED3FREE,-1.2634194922378987,,,
9086488,989025845,3015322,1070822,othmaint,1,False,1,95215,94191,123628230,home,,12.0,SHARED3FREE,0.381306232110638,,,
9086723,989049498,3015394,1070840,shopping,2,True,2,98354,97870,123631187,shopping,,17.0,SHARED3FREE,0.4860306758012901,,,
9087137,989092842,3015526,1070868,work,2,True,2,95669,93002,123636605,work,,6.0,SHARED3FREE,-0.3581566265375084,,,
9087362,989116313,3015598,1070883,social,1,True,1,96099,94211,123639539,social,,8.0,SHARED3FREE,0.6081418942348816,,,
9088149,989214534,3015897,1070961,work,2,False,2,95018,97393,123651816,home,,19.0,SHARED3FREE,2.220010407767575,,,
9088394,989240445,3015976,1070992,work,1,False,1,148428,99360,123655055,home,,16.0,SHARED3FREE,0.7169435536189913,,,
9089269,989328565,3016245,1071064,othdiscr,1,False,1,96099,95934,123666070,home,,16.0,SHARED3FREE,0.2709662233695376,,,
9089529,989365679,3016358,1071087,school,3,False,4,96394,95741,123670709,shopping,6.386859962869867,17.0,SHARED3FREE,-1.5749269102076222,,,
9090336,989445985,3016603,1071175,othdiscr,1,True,1,97306,96878,123680748,othdiscr,,14.0,SHARED3FREE,2.6955040602111677,,,
9090340,989446033,3016603,1071175,school,1,True,1,97852,96097,123680754,school,,7.0,SHARED3FREE,0.7462614096322152,,,
9091032,989539205,3016887,1071220,shopping,1,False,2,96888,98798,123692400,eatout,34.060473714296734,19.0,SHARED3FREE,1.37174680596784,,,
9091057,989543781,3016901,1071221,school,1,False,1,97131,96123,123692972,home,,15.0,SHARED3FREE,0.4875665727257232,,,
9091643,989604613,3017087,1071280,escort,1,False,1,97291,97410,123700576,home,,13.0,SHARED3FREE,0.1442087674171601,,,
9091781,989618399,3017129,1071294,escort,3,False,3,96774,95127,123702299,home,,22.0,SHARED3FREE,0.3985068284530471,,,
9093853,989839309,3017802,1071477,univ,1,False,1,97862,97102,123729913,home,,15.0,SHARED3FREE,0.1876278731330083,,,
9094770,989939956,3018109,1071550,othdiscr,4,True,4,96155,97898,123742494,othdiscr,,16.0,SHARED3FREE,0.002140651542532,,,
9096796,990170981,3018813,1071741,work,1,False,1,96393,99203,123771372,home,,19.0,SHARED3FREE,0.8809089094019349,,,
9096987,990192017,3018878,1071765,atwork,1,True,1,95673,95917,123774002,atwork,,11.0,SHARED3FREE,2.2070142638164376,,,
9097204,990214933,3018947,1071782,work,1,False,1,94538,94911,123776866,home,,23.0,SHARED3FREE,1.5015398586462152,,,
9098034,990309153,3019235,1071842,escort,1,True,1,95939,94991,123788644,escort,,14.0,SHARED3FREE,0.7539089851177636,,,
9098041,990309349,3019235,1071842,shopping,1,False,1,97954,96172,123788668,home,,12.0,SHARED3FREE,2.300706510173617,,,
9098042,990309609,3019236,1071842,othdiscr,1,True,1,95436,96761,123788701,othdiscr,,9.0,SHARED3FREE,1.2915983909730224,,,
9098205,990325557,3019285,1071869,escort,1,False,1,96897,96141,123790694,home,,12.0,SHARED3FREE,-0.1925157728806585,,,
9098776,990379855,3019450,1071919,school,3,False,3,162554,96097,123797481,home,,16.0,SHARED3FREE,1.1371985000581768,,,
9103478,990917725,3021090,1072318,othdiscr,1,False,1,97240,97128,123864715,home,,19.0,SHARED3FREE,0.5946650054110157,,,
9103781,990948009,3021182,1072348,work,1,True,1,96394,97428,123868501,work,,6.0,SHARED3FREE,1.23774142339094,,,
9103875,990956274,3021208,1072357,eatout,2,True,2,96641,96161,123869534,eatout,,15.0,SHARED3FREE,0.6398747867868899,,,
9105215,991116277,3021695,1072485,work,1,False,1,97832,94228,123889534,home,,15.0,SHARED3FREE,-1.097778873273621,,,
9105264,991120537,3021708,1072492,work,1,True,1,96172,94983,123890067,work,,6.0,SHARED3FREE,1.389995198126089,,,
9105606,991155573,3021815,1072526,school,1,False,1,96881,95709,123894446,home,,23.0,SHARED3FREE,0.9776484613438612,,,
9107062,991310825,3022289,1072657,atwork,1,True,1,92402,99505,123913853,atwork,,13.0,SHARED3FREE,1.4313186549387298,,,
9107073,991311653,3022291,1072659,othdiscr,1,False,1,94011,97831,123913956,home,,6.0,SHARED3FREE,1.252564078674922,,,
9107103,991314453,3022300,1072668,eatout,1,False,1,97429,96123,123914306,home,,21.0,SHARED3FREE,0.7421112826539469,,,
9107328,991337673,3022370,1072702,work,1,True,1,177896,94191,123917209,work,,7.0,SHARED3FREE,1.2512295224015035,,,
9107600,991371065,3022472,1072725,univ,1,True,1,94185,99028,123921383,univ,,10.0,SHARED3FREE,1.2839540561184326,,,
9108125,991437325,3022674,1072763,univ,1,False,1,97634,97847,123929665,home,,18.0,SHARED3FREE,0.8717758482412988,,,
9108358,991474997,3022789,1072781,othdiscr,1,False,3,177896,97268,123934374,shopping,33.47772449605527,21.0,SHARED3FREE,0.4364009284985512,,,
9110702,991743349,3023607,1072983,school,1,False,1,99024,98101,123967918,home,,16.0,SHARED3FREE,1.7500092675877927,,,
9111551,991845137,3023918,1073071,atwork,1,True,1,94147,94991,123980642,atwork,,10.0,SHARED3FREE,2.231778135450835,,,
9111940,991882485,3024031,1073120,work,1,False,1,96081,94999,123985310,home,,17.0,SHARED3FREE,-0.6516633553000951,,,
9112298,991917593,3024139,1073152,atwork,1,True,1,97861,98325,123989699,atwork,,11.0,SHARED3FREE,1.4118814017809904,,,
9112689,991953661,3024248,1073179,work,1,False,1,94655,97433,123994207,home,,16.0,SHARED3FREE,0.9903959042727956,,,
9113177,992013949,3024432,1073220,univ,1,False,1,94586,97534,124001743,home,,17.0,SHARED3FREE,0.8013301545001076,,,
9113210,992020178,3024451,1073224,school,2,True,2,95907,99284,124002522,school,,7.0,SHARED3FREE,1.6640674163020843,,,
9113739,992080137,3024634,1073298,atwork,1,True,1,96662,95660,124010017,atwork,,12.0,SHARED3FREE,1.1173727897235275,,,
9114392,992141277,3024820,1073365,work,1,False,1,98428,97632,124017659,home,,17.0,SHARED3FREE,0.890130323807243,,,
9114685,992174781,3024923,1073391,atwork,1,False,1,96184,98128,124021847,work,,13.0,SHARED3FREE,2.211982453216096,,,
9116679,992411437,3025644,1073545,othdiscr,1,False,1,97596,97954,124051429,home,,19.0,SHARED3FREE,-0.0951210321715892,,,
9116691,992412290,3025647,1073545,escort,2,True,2,176058,97139,124051536,escort,,10.0,SHARED3FREE,0.5130404455769426,,,
9116887,992435493,3025717,1073555,work,1,False,1,94655,96641,124054436,home,,16.0,SHARED3FREE,1.281760469682697,,,
9117318,992483949,3025865,1073600,othmaint,1,False,1,96883,98017,124060493,home,,16.0,SHARED3FREE,0.273813780692562,,,
9117659,992519133,3025972,1073626,work,1,False,1,98218,95211,124064891,home,,19.0,SHARED3FREE,-1.0117418348413691,,,
9117752,992530349,3026007,1073634,eatout,1,False,1,97838,93235,124066293,home,,13.0,SHARED3FREE,0.5828548878638046,,,
9119369,992729313,3026613,1073781,school,1,True,1,97387,96421,124091164,school,,7.0,SHARED3FREE,1.224145449805054,,,
9119570,992752757,3026685,1073817,escort,1,False,1,94911,93527,124094094,home,,13.0,SHARED3FREE,0.2434032213323646,,,
9119584,992754309,3026689,1073818,work,1,False,1,94337,98110,124094288,home,,22.0,SHARED3FREE,1.0904038240923195,,,
9121638,992978006,3027371,1073970,work,2,False,3,99358,98535,124122250,othdiscr,16.08930235475635,18.0,SHARED3FREE,0.816086509172696,,,
9121898,993000029,3027439,1073987,atwork,1,False,1,97397,96097,124125003,work,,13.0,SHARED3FREE,2.3378896761668644,,,
9122587,993082638,3027690,1074037,work,2,False,2,176058,97622,124135329,home,,19.0,SHARED3FREE,0.9346090225679844,,,
9124280,993266405,3028251,1074195,escort,1,False,1,95449,94938,124158300,home,,17.0,SHARED3FREE,0.722232390942768,,,
9124998,993367278,3028558,1074248,school,2,False,2,98764,96088,124170909,home,,14.0,SHARED3FREE,-2.491917372457816,,,
9125732,993457213,3028832,1074300,work,1,False,1,93967,94661,124182151,home,,15.0,SHARED3FREE,1.2999001274189397,,,
9125983,993493293,3028942,1074319,work,1,False,1,98656,98656,124186661,home,,17.0,SHARED3FREE,1.1108643964377003,,,
9126441,993552004,3029121,1074355,work,4,True,4,97851,99224,124194000,work,,13.0,SHARED3FREE,1.4334499751108043,,,
9126561,993562825,3029154,1074366,work,1,True,1,95937,97399,124195353,work,,8.0,SHARED3FREE,1.2218470398135546,,,
9126854,993594534,3029251,1074401,othdiscr,2,False,4,95004,95127,124199316,eatout,13.22503495961196,14.0,SHARED3FREE,0.2886709801483459,,,
9127159,993627053,3029350,1074441,school,1,False,1,94655,99031,124203381,home,,15.0,SHARED3FREE,1.2452996851434712,,,
9127361,993646137,3029408,1074460,work,1,True,1,97612,96388,124205767,work,,8.0,SHARED3FREE,0.5239979494411151,,,
9127365,993646233,3029409,1074460,escort,1,True,1,177896,98665,124205779,escort,,21.0,SHARED3FREE,0.9010023344767364,,,
9127408,993651601,3029425,1074466,othdiscr,1,True,1,98305,95926,124206450,othdiscr,,10.0,SHARED3FREE,-2.295990335735848,,,
9128272,993747209,3029717,1074553,atwork,1,True,1,170329,93878,124218401,atwork,,14.0,SHARED3FREE,0.7336013033341933,,,
9128275,993747301,3029717,1074553,othdiscr,1,False,1,97624,97383,124218412,home,,8.0,SHARED3FREE,-2.0329114433492195,,,
9129470,993876357,3030110,1074646,shopping,1,False,2,96061,97871,124234544,shopping,31.874777191754426,15.0,SHARED3FREE,0.8428405293364578,,,
9129489,993879613,3030120,1074648,univ,1,False,1,96416,95108,124234951,home,,21.0,SHARED3FREE,0.6530517766820718,,,
9129677,993908101,3030207,1074659,othdiscr,1,False,1,95426,97132,124238512,home,,19.0,SHARED3FREE,1.5497591041484873,,,
9129678,993908673,3030210,1074660,othdiscr,1,True,1,96182,97429,124238584,othdiscr,,13.0,SHARED3FREE,-0.4436851814383583,,,
9129694,993910441,3030214,1074660,school,1,True,1,95132,98995,124238805,school,,7.0,SHARED3FREE,0.9881377446381676,,,
9129938,993938213,3030300,1074682,othmaint,1,False,1,97574,96869,124242276,home,,9.0,SHARED3FREE,-1.2955783273129815,,,
9130230,993971778,3030401,1074707,school,2,True,2,95127,97135,124246472,school,,18.0,SHARED3FREE,1.26274008211296,,,
9130783,994034141,3030591,1074750,social,1,False,1,98294,96060,124254267,home,,23.0,SHARED3FREE,1.5952314227420124,,,
9131067,994070245,3030701,1074775,work,1,False,1,93992,94959,124258780,home,,18.0,SHARED3FREE,1.3491612873462435,,,
9132540,994235822,3031206,1074906,school,2,False,2,96890,97841,124279477,home,,17.0,SHARED3FREE,0.3746155363021776,,,
9132903,994273933,3031322,1074950,work,1,False,1,92145,96001,124284241,home,,20.0,SHARED3FREE,1.0790811530978808,,,
9133424,994334172,3031506,1075002,othdiscr,4,True,4,95075,96107,124291771,othdiscr,,11.0,SHARED3FREE,0.7012954108684858,,,
9133425,994334173,3031506,1075002,othdiscr,1,False,2,97636,162616,124291771,othdiscr,13.38293030151346,16.0,SHARED3FREE,-0.2800428844587552,,,
9133530,994347162,3031546,1075010,escort,2,True,2,180832,94995,124293395,escort,,5.0,SHARED3FREE,-0.9393335090778374,,,
9134247,994441541,3031833,1075061,work,1,False,1,95659,96388,124305192,home,,17.0,SHARED3FREE,0.8570092860971442,,,
9134414,994456958,3031880,1075075,work,2,False,4,96060,98928,124307119,othmaint,17.56156271640245,17.0,SHARED3FREE,1.4305925538665116,,,
9134475,994462533,3031897,1075079,work,1,False,1,98113,96189,124307816,home,,17.0,SHARED3FREE,1.1947152511161143,,,
9135812,994627517,3032400,1075182,work,1,False,1,99144,97433,124328439,home,,17.0,SHARED3FREE,0.9529072232211044,,,
9136219,994673047,3032539,1075212,school,3,False,3,99236,180832,124334130,home,,17.0,SHARED3FREE,0.1439157070335084,,,
9136833,994737989,3032737,1075277,school,1,False,4,95029,95940,124342248,escort,17.17690789679422,17.0,SHARED3FREE,1.0200225896534263,,,
9136882,994741928,3032749,1075280,school,4,False,4,94847,97627,124342740,home,,20.0,SHARED3FREE,1.0484208612223862,,,
9137517,994812113,3032963,1075324,school,1,True,1,98296,96862,124351514,school,,8.0,SHARED3FREE,1.3440494954698896,,,
9137571,994817669,3032980,1075326,othmaint,1,False,3,96390,181957,124352208,shopping,18.799953581264848,8.0,SHARED3FREE,2.051912311053832,,,
9137663,994825318,3033004,1075334,atwork,2,False,2,97138,95018,124353164,work,,18.0,SHARED3FREE,0.5859511840786051,,,
9137842,994841061,3033052,1075350,atwork,1,False,1,98302,95029,124355132,work,,13.0,SHARED3FREE,2.3735058900403367,,,
9137860,994843341,3033058,1075352,work,1,False,1,94538,97834,124355417,home,,18.0,SHARED3FREE,0.7617989802982744,,,
9138505,994922105,3033299,1075399,atwork,1,True,1,97631,97844,124365263,atwork,,8.0,SHARED3FREE,2.121215374297894,,,
9138506,994922109,3033299,1075399,atwork,1,False,2,98307,94999,124365263,shopping,35.69524826084477,14.0,SHARED3FREE,2.189481136765901,,,
9139014,994994877,3033520,1075443,work,1,False,1,96167,95175,124374359,home,,18.0,SHARED3FREE,1.0882081738129057,,,
9139549,995056541,3033708,1075494,work,1,False,1,99399,95233,124382067,home,,18.0,SHARED3FREE,1.3690836569102678,,,
9140937,995221413,3034211,1075633,othdiscr,1,False,1,94337,93190,124402676,home,,20.0,SHARED3FREE,-0.1244963284491023,,,
9141768,995313302,3034491,1075706,school,2,False,2,99350,93765,124414162,home,,19.0,SHARED3FREE,1.3613923169344877,,,
9142151,995360594,3034635,1075745,work,2,True,2,97526,99046,124420074,work,,9.0,SHARED3FREE,0.9292387306758052,,,
9143111,995476641,3034989,1075820,school,1,True,1,97503,181957,124434580,school,,8.0,SHARED3FREE,-2.512337185601495,,,
9143119,995477777,3034993,1075820,escort,1,True,1,96886,96078,124434722,escort,,8.0,SHARED3FREE,0.918531935461994,,,
9143122,995477785,3034993,1075820,escort,1,True,1,94943,95188,124434723,escort,,14.0,SHARED3FREE,0.5584610061686136,,,
9144195,995610533,3035397,1075907,work,1,False,1,95186,95920,124451316,home,,20.0,SHARED3FREE,-2.124675772565248,,,
9145301,995750589,3035824,1075989,work,1,False,1,96655,96037,124468823,home,,17.0,SHARED3FREE,0.4145671272510773,,,
9145350,995755661,3035840,1075993,othmaint,1,False,1,96404,96038,124469457,home,,19.0,SHARED3FREE,0.0042572208317823,,,
9145435,995765488,3035872,1075999,othdiscr,4,False,4,97124,95672,124470685,home,,18.0,SHARED3FREE,-0.0670285171073859,,,
9145635,995791586,3035949,1076014,work,2,True,2,95909,95785,124473948,work,,8.0,SHARED3FREE,-0.207888126469618,,,
9145655,995793225,3035954,1076018,work,1,True,1,95673,93235,124474153,work,,7.0,SHARED3FREE,1.4015160380525469,,,
9145822,995808317,3036000,1076035,work,1,False,1,95741,95666,124476039,home,,13.0,SHARED3FREE,0.94186059671315,,,
9147072,995945637,3036419,1076150,othdiscr,1,False,1,96886,96421,124493204,home,,20.0,SHARED3FREE,0.7577705840514333,,,
9147216,995973189,3036503,1076161,othdiscr,1,False,1,93024,95211,124496648,home,,17.0,SHARED3FREE,3.90774724155213,,,
9147217,995973625,3036504,1076161,work,1,True,1,97619,98542,124496703,work,,7.0,SHARED3FREE,0.8759525665314218,,,
9147273,995980605,3036526,1076168,escort,1,False,1,93190,91928,124497575,home,,18.0,SHARED3FREE,-0.9598145225373242,,,
9148080,996063110,3036777,1076243,school,2,False,2,97124,97416,124507888,home,,13.0,SHARED3FREE,0.7064844103893315,,,
9148593,996130173,3036982,1076274,escort,1,False,1,95450,96634,124516271,home,,14.0,SHARED3FREE,1.2285343135139843,,,
9148627,996134949,3036996,1076276,school,1,False,1,97691,97407,124516868,home,,19.0,SHARED3FREE,0.4766820255887584,,,
9149430,996212000,3037231,1076359,othmaint,4,False,4,99358,96633,124526499,home,,19.0,SHARED3FREE,0.3203769595780384,,,
9149723,996255465,3037364,1076381,escort,1,True,1,96896,97433,124531933,escort,,11.0,SHARED3FREE,0.350020627740252,,,
9149728,996256373,3037366,1076381,work,1,False,1,96037,96396,124532046,home,,18.0,SHARED3FREE,1.2880987481691135,,,
9150283,996310129,3037530,1076457,social,1,True,1,97599,95018,124538766,social,,16.0,SHARED3FREE,0.6720728134203403,,,
9150287,996310481,3037531,1076457,work,1,True,1,97635,94337,124538810,work,,8.0,SHARED3FREE,0.9611049128874996,,,
9150349,996316525,3037550,1076464,othdiscr,1,False,1,97847,98310,124539565,home,,14.0,SHARED3FREE,-2.567643653665536,,,
9150920,996376085,3037731,1076517,work,1,False,1,95240,92505,124547010,home,,18.0,SHARED3FREE,0.9010728728773416,,,
9151134,996398389,3037799,1076532,work,1,False,2,97617,94780,124549798,othdiscr,11.402685618547808,22.0,SHARED3FREE,1.1631738835642889,,,
9151317,996425549,3037882,1076549,school,1,False,1,98764,98536,124553193,home,,18.0,SHARED3FREE,1.0607308915641838,,,
9152746,996584298,3038366,1076659,school,2,True,3,96385,98995,124573037,escort,6.261453127581788,9.0,SHARED3FREE,-2.3967028154637933,,,
9153421,996652893,3038575,1076702,social,1,False,1,92505,97383,124581611,home,,19.0,SHARED3FREE,1.4252399915966822,,,
9153989,996709877,3038749,1076745,othdiscr,1,False,1,98308,95097,124588734,home,,19.0,SHARED3FREE,1.1519265605203253,,,
9154965,996819149,3039082,1076838,school,1,False,1,97388,99025,124602393,home,,17.0,SHARED3FREE,0.5550313976944756,,,
9155204,996845781,3039163,1076864,work,1,False,2,96398,96408,124605722,eatout,11.232396204669046,16.0,SHARED3FREE,-0.1931837516541777,,,
9155716,996903837,3039340,1076920,work,1,False,1,93754,98218,124612979,home,,21.0,SHARED3FREE,0.895420985679181,,,
9157562,997094013,3039920,1077088,school,1,False,1,96044,95007,124636751,home,,13.0,SHARED3FREE,0.2711530879365235,,,
9158087,997154053,3040103,1077135,shopping,1,False,2,93041,96659,124644256,escort,15.34846511665447,17.0,SHARED3FREE,0.3926175803488181,,,
9158405,997198273,3040238,1077162,othdiscr,1,True,1,98307,95426,124649784,othdiscr,,18.0,SHARED3FREE,1.2186809315896447,,,
9158406,997198277,3040238,1077162,othdiscr,1,False,1,97412,97633,124649784,home,,20.0,SHARED3FREE,1.2140498176846184,,,
9159057,997289385,3040516,1077214,othmaint,1,True,1,95641,93756,124661173,othmaint,,5.0,SHARED3FREE,0.5031106082671486,,,
9159087,997293437,3040528,1077215,school,1,False,1,95416,94948,124661679,home,,18.0,SHARED3FREE,0.8281526018775446,,,
9159131,997298833,3040545,1077229,escort,1,True,1,95650,97400,124662354,escort,,9.0,SHARED3FREE,-0.3361058231382665,,,
9160046,997403663,3040864,1077316,shopping,3,False,3,96416,97867,124675457,home,,18.0,SHARED3FREE,3.096203895138908,,,
9160177,997416433,3040903,1077334,school,1,True,1,98928,96894,124677054,school,,8.0,SHARED3FREE,1.0846440726350377,,,
9161188,997538405,3041275,1077421,othdiscr,1,False,1,98546,98310,124692300,home,,13.0,SHARED3FREE,-0.8699758111887047,,,
9161273,997547786,3041304,1077427,escort,2,True,3,94914,95097,124693473,escort,15.460638167225987,5.0,SHARED3FREE,0.5906813734589411,,,
9161865,997617173,3041515,1077495,univ,1,False,1,93465,96416,124702146,home,,20.0,SHARED3FREE,1.1201113455923537,,,
9162845,997725453,3041845,1077576,social,1,False,1,95075,98135,124715681,home,,20.0,SHARED3FREE,0.7925531544332722,,,
9163072,997747829,3041914,1077593,atwork,1,False,1,95258,95912,124718478,work,,13.0,SHARED3FREE,2.329415618093471,,,
9163539,997795946,3042060,1077661,shopping,2,True,2,97604,91740,124724493,shopping,,14.0,SHARED3FREE,0.5108815411942081,,,
